sub-10624,0.079946,0.097077,-0.00039671
sub-10629,0.083838,0.099621,-0.00056159
sub-10631,0.039695,0.040165,5.2038e-05
sub-10638,0.079052,0.088177,-0.00035159
sub-10668,0.04005,0.04141,0.00019954
sub-10672,0.044396,0.056094,-0.00012447
sub-10674,0.06498,0.087127,-0.00015536
sub-10678,0.060826,0.078145,-0.0001061
sub-10680,0.076766,0.085264,0.00020475
sub-10686,0.049643,0.055973,-0.0001468
sub-10692,0.071356,0.08418,-0.00013186
sub-10696,0.054257,0.059183,0.0002097
sub-10697,0.060781,0.077924,-0.001315
sub-10704,0.056342,0.070777,4.2377e-05
sub-10707,0.080733,0.10002,-6.484e-05
sub-10708,0.071795,0.087365,-0.00060069
sub-10719,0.065037,0.075564,-0.00010492
sub-10724,0.052105,0.06257,-5.06e-05
sub-10746,0.058233,0.074998,-0.00042718
sub-10762,0.041497,0.047383,-0.00015058
sub-10779,0.061587,0.065769,-0.00013475
sub-10785,0.073393,0.084547,2.3097e-05
sub-10788,0.081797,0.10081,-0.00029594
sub-10844,0.046883,0.054934,-0.00070497
sub-10855,0.068807,0.077264,-0.00056396
sub-10871,0.047562,0.060816,-0.00023778
sub-10877,0.047921,0.051542,-5.1981e-05
sub-10882,0.14123,0.18716,0.00051661
sub-10891,0.038202,0.037848,-0.00016214
sub-10893,0.086571,0.10433,0.00033615
sub-10912,0.076035,0.082943,-0.00012196
sub-10934,0.153,0.13374,-0.0002747
sub-10940,0.054921,0.069977,-0.00042112
sub-10949,0.11294,0.15162,-1.8724e-05
sub-10958,0.041122,0.043668,7.1155e-05
sub-10963,0.062461,0.078571,-0.00023867
sub-10968,0.085634,0.099452,-0.00039897
sub-10975,0.10405,0.09368,0.00016144
sub-10977,0.15965,0.19254,0.00011649
sub-10987,0.030856,0.031517,-0.00017603
sub-10998,0.46399,0.62655,0.0012836
sub-11019,0.10582,0.14248,-0.00041308
sub-11030,0.10253,0.10982,7.0837e-06
sub-11044,0.045773,0.058936,-0.00062668
sub-11050,0.16517,0.21702,0.00034077
sub-11052,0.029016,0.031501,-0.00017269
sub-11059,0.065064,0.072031,0.00021022
sub-11061,0.098564,0.10153,-0.00098009
sub-11062,0.19527,0.22387,0.00034819
sub-11066,0.059784,0.068756,-7.7599e-05
sub-11067,0.036201,0.040796,-0.00015405
sub-11068,0.063824,0.076495,7.3821e-05
sub-11077,0.057339,0.068077,0.00020475
sub-11088,0.054736,0.069115,-0.00054655
sub-11090,0.044945,0.057956,-0.00010287
sub-11097,0.067326,0.076306,-0.00024056
sub-11098,0.034842,0.034973,-5.2561e-06
sub-11104,0.083553,0.10003,-0.00015214
sub-11105,0.042428,0.045915,-0.00015761
sub-11106,0.084875,0.08908,-0.00085695
sub-11108,0.055295,0.065407,-0.00011452
sub-11112,0.046165,0.052188,-0.00018127
sub-11122,0.12097,0.15341,-0.00034669
sub-11128,0.083134,0.09186,-0.00035619
sub-11131,0.05981,0.074918,-0.00069781
sub-11142,0.085688,0.10656,0.0004133
sub-11143,0.037638,0.037678,6.4706e-05
sub-11149,0.093554,0.1222,-5.6552e-05
sub-11156,0.057667,0.069971,-0.00055398
sub-50004,0.66672,0.83211,0.00065756
sub-50005,0.13266,0.16704,-0.00016357
sub-50006,0.29188,0.36434,0.00094215
sub-50007,0.05236,0.058806,-0.00014636
sub-50008,0.12257,0.153,-0.0012091
sub-50010,0.13588,0.16038,-0.00026596
sub-50013,0.10815,0.13516,-0.00084004
sub-50014,0.12298,0.15592,-0.00044284
sub-50015,0.066705,0.088986,-0.00029246
sub-50016,0.22614,0.29999,0.00067539
sub-50020,0.4306,0.3596,-0.00014246
sub-50021,0.044739,0.050548,7.4057e-05
sub-50022,0.38436,0.35746,-0.001264
sub-50023,0.06759,0.089218,0.00068168
sub-50025,0.12167,0.14759,2.7769e-06
sub-50027,0.13862,0.17283,-0.00043798
sub-50029,0.3526,0.49722,-0.00093405
sub-50032,0.23994,0.31088,0.00086743
sub-50033,0.12626,0.16049,-5.93e-05
sub-50034,0.066605,0.077806,-0.00025139
sub-50035,0.1151,0.14951,-0.00045359
sub-50036,0.11857,0.13787,-0.00054727
sub-50038,0.11749,0.14308,-0.00012489
sub-50043,0.06847,0.083163,0.00019075
sub-50047,0.10911,0.12846,-0.00043678
sub-50048,0.15086,0.17287,6.7486e-05
sub-50049,0.16144,0.19879,0.00050709
sub-50050,0.10545,0.13246,0.0015199
sub-50051,0.069104,0.082208,-0.00026373
sub-50052,0.21919,0.29734,-1.2544e-05
sub-50053,0.071606,0.096898,0.0010183
sub-50054,0.11139,0.14695,-5.3971e-05
sub-50055,0.11618,0.1453,0.00013437
sub-50056,0.11615,0.13356,-0.00037998
sub-50058,0.20684,0.25736,0.0011624
sub-50059,0.15018,0.2061,-0.00053507
sub-50060,0.16124,0.24078,-0.00066405
sub-50061,0.18598,0.25284,0.0012963
sub-50064,0.1415,0.16062,1.6309e-05
sub-50066,0.11361,0.13688,0.00024441
sub-50067,0.13392,0.15842,-6.4736e-05
sub-50069,0.034317,0.034052,-5.6861e-05
sub-50073,0.059213,0.071712,-0.0011063
sub-50075,0.11911,0.15422,0.00034963
sub-50076,0.147,0.19356,0.00030263
sub-50077,0.08506,0.11014,3.3469e-05
sub-50080,0.072827,0.076767,0.00024835
sub-50081,0.070282,0.091395,-0.00061541
sub-50083,0.14607,0.1627,0.0010337
sub-50085,0.10112,0.13293,0.000184
sub-60001,0.069693,0.095602,-0.00032913
sub-60005,0.14064,0.18536,-0.00087751
sub-60006,0.066044,0.081212,-0.00086645
sub-60008,0.038211,0.043985,-0.00024448
sub-60010,0.1634,0.2067,-0.00015056
sub-60011,0.044837,0.057948,-4.798e-05
sub-60012,0.036512,0.041268,-0.00020601
sub-60014,0.16492,0.2123,0.00019708
sub-60015,0.079513,0.10569,0.00011662
sub-60016,0.15976,0.19508,-0.00084312
sub-60017,0.25895,0.33619,0.00050355
sub-60020,0.072049,0.091561,0.00044317
sub-60021,0.073514,0.085888,-7.9851e-05
sub-60022,0.029858,0.036162,-3.126e-05
sub-60028,0.054766,0.061197,-8.2857e-05
sub-60030,0.080256,0.095094,-0.00019051
sub-60033,0.14409,0.17233,-0.00046417
sub-60036,0.039835,0.042585,2.8545e-05
sub-60037,0.13787,0.17813,0.0046623
sub-60038,0.055296,0.064905,-0.00042306
sub-60042,0.05116,0.055217,-0.00037359
sub-60043,0.14408,0.16011,-0.00064082
sub-60045,0.27961,0.32081,0.0020767
sub-60046,0.26403,0.35722,0.00063351
sub-60048,0.125,0.17426,-0.00026361
sub-60049,0.042738,0.053736,-0.00053071
sub-60051,0.098029,0.13068,-0.00086154
sub-60052,0.1823,0.23528,0.0002037
sub-60053,0.070588,0.068928,8.2578e-05
sub-60055,0.13169,0.18625,-0.00039996
sub-60056,0.048196,0.052445,0.00014019
sub-60057,0.059066,0.063149,0.00034449
sub-60060,0.04719,0.055281,5.8385e-05
sub-60062,0.096684,0.12417,-0.00060562
sub-60065,0.10316,0.11902,-0.00016307
sub-60066,0.12022,0.15718,-0.00015623
sub-60068,0.11817,0.14777,1.2484e-05
sub-60070,0.20792,0.27094,-0.00043258
sub-60072,0.067518,0.085607,0.00025515
sub-60073,0.10029,0.11752,-0.00026941
sub-60074,0.13774,0.12617,0.00031178
sub-60076,0.056999,0.069751,-0.00012794
sub-60077,0.067402,0.083188,0.00084499
sub-60078,0.2716,0.28424,-0.00034375
sub-60079,0.1021,0.12369,-4.3444e-05
sub-60080,0.099254,0.12118,0.0010863
sub-60084,0.10441,0.13242,0.00045004
sub-60087,0.059177,0.069868,0.000162
sub-60089,0.10606,0.13959,-5.5341e-05
sub-70001,0.049605,0.061328,-0.00036039
sub-70004,0.07622,0.090484,-0.00047219
sub-70007,0.15949,0.21226,0.0005285
sub-70010,0.069553,0.085891,-6.5395e-06
sub-70015,0.070755,0.085604,-6.0544e-05
sub-70017,0.045061,0.050141,-0.0002344
sub-70020,0.27418,0.29747,0.0011738
sub-70021,0.12049,0.13456,-8.7254e-05
sub-70022,0.064674,0.081397,-3.2042e-05
sub-70026,0.020134,0.019073,-3.9595e-06
sub-70029,0.058125,0.067269,0.0001804
sub-70033,0.092825,0.10933,-2.4492e-05
sub-70034,0.03717,0.041694,-0.00028064
sub-70037,0.10169,0.11364,0.00072689
sub-70040,0.067494,0.087566,2.9709e-05
sub-70046,0.038367,0.039297,-0.00013194
sub-70048,0.054131,0.06069,-0.00015535
sub-70049,0.049837,0.061432,0.00018028
sub-70051,0.069841,0.09218,-0.00016228
sub-70052,0.1204,0.13669,1.2621e-05
sub-70055,0.10372,0.12136,0.00014549
sub-70057,0.097971,0.12771,-0.00078315
sub-70058,0.049199,0.057776,-0.00014963
sub-70060,0.045783,0.048296,-0.00099739
sub-70061,0.21183,0.22317,0.00064045
sub-70065,0.061339,0.081515,-8.1781e-05
sub-70068,0.043149,0.051382,-9.9356e-05
sub-70069,0.03513,0.037402,-9.4802e-05
sub-70070,0.050353,0.061248,-0.00044865
sub-70072,0.11259,0.13782,-0.00026194
sub-70073,0.10182,0.13306,0.00017994
sub-70074,0.039859,0.049917,-0.00019446
sub-70075,0.070571,0.091888,-0.00032328
sub-70076,0.051227,0.066444,0.00014479
sub-70077,0.057436,0.066895,-0.00038672
sub-70079,0.048901,0.058385,-0.00074249
sub-70080,0.091206,0.11367,0.00015353
sub-70081,0.087407,0.10818,-0.00010955
sub-70083,0.16032,0.1898,0.00014831
sub-70086,0.10044,0.12776,6.6078e-05
